FileName,DigitLabel,Left,Top,Width,Height
14115.png,1,23,1,8,19
14116.png,2,39,13,12,26
14116.png,5,49,10,12,26
14117.png,1,21,2,8,20
14117.png,9,32,4,7,20
14118.png,3,38,6,17,38
14118.png,7,56,8,17,38
14119.png,3,32,2,19,38
14120.png,6,44,2,14,45
14121.png,9,19,1,16,24
14121.png,4,34,1,17,24
14122.png,1,38,6,10,17
14122.png,3,48,7,12,17
14122.png,8,58,8,10,17
14123.png,7,60,15,26,38
14123.png,6,88,19,27,38
14124.png,1,35,9,10,32
14124.png,4,46,11,16,32
14124.png,6,64,8,16,32
14125.png,2,30,7,13,25
14125.png,10,41,5,13,25
14126.png,1,43,11,12,30
14126.png,4,60,9,19,30
14126.png,4,82,11,17,30
14127.png,2,71,16,21,58
14128.png,3,76,14,15,34
14128.png,2,91,17,20,34
14128.png,7,109,21,18,34
14129.png,9,47,15,14,22
14129.png,10,59,13,15,22
14130.png,8,29,4,13,25
14131.png,1,38,11,9,26
14131.png,10,45,11,10,26
14131.png,3,54,10,7,26
14132.png,2,107,25,42,86
14132.png,3,150,30,36,86
14132.png,1,188,30,26,86
14133.png,2,74,18,29,69
14133.png,2,106,14,32,69
14134.png,2,25,9,13,21
14134.png,8,38,8,12,21
14134.png,10,51,9,14,21
14135.png,3,48,9,33,43
14135.png,4,85,11,23,43
14136.png,2,41,13,14,18
14136.png,8,54,12,14,18
14137.png,2,49,8,13,38
14137.png,1,62,9,7,38
14138.png,6,65,22,15,39
14139.png,1,57,18,12,33
14139.png,3,67,20,19,33
14139.png,8,86,18,17,33
14140.png,3,18,2,7,14
14140.png,8,25,1,8,14
14141.png,3,63,12,28,45
14141.png,7,95,24,36,45
14142.png,7,29,6,12,20
14142.png,2,42,7,10,20
14143.png,2,236,78,30,57
14143.png,6,261,73,29,57
14143.png,5,284,78,34,57
14144.png,2,48,14,13,27
14144.png,8,58,11,12,27
14145.png,3,59,62,25,51
14145.png,5,87,43,27,51
14145.png,8,116,26,23,51
14146.png,4,29,5,5,23
14146.png,1,35,6,4,23
14147.png,2,7,36,25,32
14147.png,6,27,27,23,32
14147.png,2,47,14,24,32
14148.png,1,53,19,12,24
14148.png,9,66,18,15,24
14148.png,7,80,16,15,24
14149.png,8,30,3,26,42
14149.png,5,54,3,24,42
14150.png,7,49,11,16,32
14151.png,7,27,8,7,24
14151.png,9,34,6,8,24
14152.png,8,33,4,13,34
14152.png,10,45,8,12,34
14153.png,1,42,8,27,56
14153.png,10,75,5,29,56
14153.png,1,104,5,16,56
14154.png,7,31,6,19,27
14155.png,7,71,16,27,54
14155.png,3,99,22,34,54
14156.png,1,33,6,9,30
14156.png,10,43,6,13,30
14157.png,3,98,47,47,65
14157.png,2,146,17,52,65
14158.png,6,37,12,14,29
14158.png,6,51,8,14,29
14159.png,4,65,8,28,69
14160.png,6,27,8,5,13
14160.png,3,31,8,3,13
14161.png,4,49,14,30,37
14161.png,7,79,15,27,37
14162.png,3,33,5,20,35
14162.png,6,52,6,20,35
14163.png,2,25,5,8,20
14163.png,8,31,3,7,20
14164.png,2,59,14,18,37
14164.png,3,80,17,21,37
14165.png,4,28,8,8,16
14165.png,7,36,6,8,16
14166.png,2,37,8,21,41
14166.png,9,56,9,23,41
14167.png,1,20,7,8,17
14167.png,3,27,5,11,17
14167.png,8,38,4,11,17
14168.png,3,16,11,8,34
14168.png,3,25,8,8,34
14168.png,5,36,7,9,34
14169.png,7,42,12,13,22
14169.png,6,53,14,14,22
14169.png,2,65,15,14,22
14170.png,2,12,2,10,15
14170.png,5,21,1,7,15
14170.png,4,28,1,8,15
14171.png,1,21,4,6,16
14171.png,8,28,5,9,16
14172.png,9,63,11,30,64
14172.png,10,94,13,34,64
14173.png,3,86,21,28,48
14173.png,1,113,20,14,48
14173.png,1,127,23,15,48
14174.png,8,40,5,11,37
14174.png,3,49,3,14,37
14175.png,2,31,4,17,33
14175.png,5,44,5,17,33
14175.png,10,57,3,17,33
14176.png,4,37,6,20,35
14176.png,4,56,7,20,35
14177.png,7,30,3,22,33
14178.png,1,45,7,9,44
14178.png,10,58,8,20,44
14178.png,10,81,8,21,44
14179.png,4,30,1,25,39
14179.png,4,56,1,24,39
14180.png,8,23,5,6,19
14180.png,8,29,4,6,19
14181.png,1,55,9,15,53
14181.png,10,69,8,31,53
14181.png,5,98,6,31,53
14182.png,3,78,26,35,46
14182.png,1,118,28,24,46
14182.png,3,139,27,30,46
14183.png,5,62,32,18,37
14183.png,5,76,19,21,37
14183.png,4,97,11,18,37
14184.png,3,12,2,8,18
14184.png,7,18,4,9,18
14185.png,3,21,2,10,20
14185.png,6,31,2,10,20
14186.png,2,52,23,17,25
14186.png,5,67,24,16,25
14186.png,1,82,25,15,25
14187.png,7,32,5,12,33
14187.png,2,43,4,17,33
14188.png,1,25,3,9,32
14188.png,4,33,3,14,32
14188.png,2,45,2,13,32
14189.png,3,25,5,9,21
14189.png,10,35,5,7,21
14189.png,6,44,5,8,21
14190.png,8,34,3,28,41
14190.png,2,59,2,27,41
14191.png,1,26,8,6,20
14191.png,8,40,6,10,20
14192.png,1,37,7,8,25
14192.png,7,47,7,15,25
14193.png,1,68,14,16,54
14193.png,1,84,12,21,54
14194.png,3,36,7,26,29
14194.png,7,57,10,21,29
14194.png,10,70,9,24,29
14195.png,3,40,9,14,30
14195.png,10,55,11,13,30
14196.png,3,28,1,10,19
14197.png,2,40,9,15,28
14197.png,5,51,9,17,28
14198.png,1,57,9,16,48
14198.png,8,72,10,23,48
14199.png,6,25,5,9,22
14199.png,2,34,8,8,22
14200.png,5,62,19,31,41
14200.png,6,92,16,30,41
14201.png,3,91,32,22,52
14201.png,9,116,27,17,52
14201.png,3,136,25,21,52
14202.png,3,48,3,31,50
14202.png,6,80,7,30,50
14203.png,1,16,1,6,13
14203.png,4,22,1,8,13
14203.png,6,29,1,9,13
14203.png,6,36,1,9,13
14204.png,8,71,3,46,82
14204.png,1,122,9,29,82
14205.png,9,54,14,27,39
14205.png,4,82,13,29,39
14206.png,2,130,42,63,111
14206.png,3,191,29,40,111
14207.png,5,37,2,16,28
14208.png,1,22,1,20,35
14208.png,4,43,2,25,35
14208.png,3,68,2,20,35
14208.png,3,89,1,22,35
14209.png,2,29,6,14,24
14210.png,2,164,59,42,69
14210.png,4,225,27,32,69
14211.png,1,126,76,35,58
14211.png,2,168,48,33,58
14211.png,1,210,23,31,58
14212.png,1,35,8,15,31
14212.png,6,52,10,18,31
14212.png,1,72,10,15,31
14213.png,2,26,3,17,35
14213.png,3,43,4,22,35
14214.png,7,109,32,25,48
14214.png,8,123,25,31,48
14214.png,9,144,21,36,48
14215.png,7,26,4,10,26
14215.png,2,33,4,14,26
14216.png,5,81,11,27,53
14216.png,4,109,26,28,53
14217.png,5,68,19,31,50
14218.png,8,46,4,22,55
14218.png,6,67,7,30,55
14219.png,1,22,4,5,21
14219.png,6,29,4,7,21
14219.png,3,40,3,6,21
14220.png,1,47,15,13,37
14220.png,2,72,5,20,37
14221.png,2,15,1,9,16
14221.png,3,26,1,8,16
14221.png,2,36,1,7,16
14221.png,2,45,1,11,16
14222.png,4,37,7,21,29
14223.png,2,15,2,8,18
14223.png,2,25,1,7,18
14223.png,3,32,2,9,18
14224.png,3,66,8,14,38
14224.png,3,78,8,20,38
14224.png,9,95,6,17,38
14225.png,9,12,1,10,15
14226.png,5,71,26,18,28
14226.png,4,87,25,15,28
14226.png,10,100,26,14,28
14227.png,7,62,11,28,51
14227.png,1,88,17,21,51
14228.png,3,58,13,29,55
14228.png,3,85,9,32,55
14229.png,3,21,3,6,20
14229.png,1,27,3,6,20
14230.png,5,33,6,11,18
14230.png,6,45,7,12,18
14231.png,7,125,13,46,92
14232.png,3,3,1,10,13
14232.png,7,14,1,13,13
14233.png,4,46,24,21,35
14233.png,10,63,22,19,35
14233.png,7,75,18,26,35
14234.png,2,25,2,14,31
14234.png,10,39,1,11,31
14235.png,1,14,2,5,12
14235.png,2,18,3,7,12
14235.png,8,25,3,8,12
14235.png,5,32,2,10,12
14236.png,1,46,7,16,39
14236.png,10,58,10,17,39
14237.png,2,32,31,25,52
14237.png,8,58,32,17,52
14237.png,9,77,31,16,52
14238.png,1,50,8,15,35
14239.png,1,27,8,9,25
14239.png,7,35,8,15,25
14239.png,7,50,8,17,25
14240.png,5,63,11,30,72
14241.png,3,64,10,39,50
14242.png,1,39,9,10,28
14243.png,8,84,41,41,47
14244.png,2,16,3,7,18
14245.png,1,52,13,11,28
14245.png,1,63,12,11,28
14246.png,1,26,3,7,24
14246.png,6,33,3,11,24
14247.png,1,73,22,10,31
14247.png,1,83,21,9,31
14247.png,10,93,21,13,31
14248.png,1,29,4,9,22
14249.png,1,75,45,10,29
14249.png,1,83,39,8,29
14250.png,2,33,6,17,30
14251.png,3,26,6,8,22
14251.png,7,35,3,8,22
14252.png,1,197,92,15,28
14252.png,6,204,87,19,28
14252.png,3,217,85,17,28
14253.png,6,27,3,14,22
14253.png,4,41,4,13,22
14254.png,1,50,12,15,34
14254.png,8,68,12,10,34
14254.png,8,82,12,18,34
14255.png,9,26,4,14,29
14255.png,5,39,4,14,29
14256.png,5,73,16,22,45
14256.png,6,96,23,23,45
14257.png,4,15,1,10,20
14257.png,6,26,1,9,20
14258.png,4,130,46,9,28
14258.png,4,142,51,12,28
14258.png,9,153,54,13,28
14259.png,6,23,5,15,19
14260.png,9,36,10,11,21
14260.png,3,49,8,12,21
14261.png,3,16,3,7,13
14261.png,4,25,3,7,13
14262.png,2,12,2,7,14
14262.png,7,20,2,6,14
14263.png,1,18,3,7,16
14263.png,3,24,3,8,16
14263.png,9,31,4,9,16
14264.png,4,29,2,18,33
14264.png,5,44,3,21,33
14265.png,2,40,12,10,14
14265.png,7,48,14,8,14
14265.png,2,55,13,9,14
14266.png,8,43,11,17,28
14267.png,5,43,3,21,49
14268.png,3,44,9,26,48
14268.png,10,68,10,29,48
14269.png,1,11,2,5,13
14269.png,1,17,3,5,13
14270.png,1,97,31,9,37
14270.png,3,110,32,20,37
14270.png,4,130,30,20,37
14271.png,2,49,11,27,49
14271.png,7,77,9,27,49
14272.png,8,41,6,18,39
14273.png,8,19,1,7,19
14274.png,2,40,4,21,41
14274.png,1,61,8,10,41
14275.png,5,29,12,11,19
14275.png,3,38,12,11,19
14275.png,4,46,9,10,19
14276.png,3,56,8,13,37
14277.png,8,31,5,23,38
14277.png,7,52,3,22,38
14278.png,1,23,6,8,23
14278.png,4,33,6,10,23
14278.png,10,43,5,9,23
14278.png,6,52,5,9,23
14279.png,1,59,25,24,33
14279.png,9,68,12,27,33
14280.png,6,19,3,6,17
14280.png,3,25,2,6,17
14281.png,1,54,12,10,31
14281.png,8,66,9,11,31
14282.png,2,26,3,10,25
14282.png,8,36,4,9,25
14282.png,3,46,2,9,25
14283.png,4,35,7,12,28
14283.png,6,48,11,9,28
14284.png,2,21,4,15,21
14284.png,2,39,4,12,21
14285.png,2,39,8,19,30
14285.png,8,54,9,19,30
14286.png,1,27,5,5,22
14286.png,9,32,5,7,22
14287.png,1,21,3,6,19
14287.png,10,26,2,12,19
14287.png,4,38,2,10,19
14288.png,1,54,19,9,35
14288.png,1,61,19,10,35
14288.png,7,70,19,10,35
14289.png,5,21,3,8,20
14289.png,10,29,3,8,20
14290.png,4,19,3,9,20
14291.png,8,138,47,16,45
14291.png,5,154,48,18,45
14292.png,3,95,43,34,64
14292.png,5,132,37,42,64
14293.png,1,58,8,17,60
14294.png,1,54,14,12,38
14294.png,1,74,14,15,38
14294.png,4,95,15,20,38
14295.png,4,33,10,15,31
14295.png,2,46,7,19,31
14295.png,10,63,6,17,31
14296.png,2,20,8,8,16
14296.png,10,27,6,10,16
14297.png,5,23,2,6,14
14297.png,9,29,2,6,14
14298.png,4,45,1,26,48
14298.png,10,71,4,29,48
14299.png,9,32,10,8,18
14299.png,9,39,10,8,18
14300.png,1,23,1,6,22
14300.png,10,31,2,13,22
14301.png,1,31,6,10,28
14301.png,4,39,6,14,28
14301.png,9,54,3,14,28
14302.png,4,85,39,10,35
14302.png,4,91,36,21,35
14303.png,3,84,29,22,51
14303.png,7,99,18,22,51
14303.png,2,123,17,24,51
14304.png,7,50,9,23,48
14305.png,5,36,8,27,39
14305.png,10,64,8,25,39
14306.png,1,63,19,33,53
14306.png,8,97,20,25,53
14307.png,3,14,1,8,14
14307.png,3,23,1,9,14
14308.png,9,24,5,15,24
14308.png,2,38,6,14,24
14309.png,4,37,3,24,45
14309.png,8,61,1,27,45
14310.png,1,40,10,18,36
14310.png,3,50,11,21,36
14310.png,8,68,10,21,36
14311.png,2,104,20,14,33
14311.png,1,117,22,11,33
14311.png,8,122,28,16,33
14312.png,6,25,1,9,24
14312.png,7,34,4,9,24
14313.png,1,16,5,7,18
14313.png,8,23,3,7,18
14314.png,2,21,4,8,15
14314.png,2,29,5,8,15
14314.png,10,36,5,8,15
14315.png,1,32,7,5,20
14315.png,6,37,6,13,20
14315.png,3,51,6,13,20
14315.png,4,64,6,13,20
14316.png,2,30,5,19,31
14316.png,1,64,3,12,31
14317.png,1,45,6,11,38
14317.png,3,58,11,10,38
14317.png,10,68,10,11,38
14317.png,10,84,15,9,38
14318.png,2,74,19,21,34
14318.png,6,93,20,19,34
14318.png,5,111,21,17,34
14319.png,3,22,4,6,16
14319.png,3,29,4,9,16
14320.png,1,37,1,21,40
14321.png,1,33,9,9,26
14321.png,2,40,7,11,26
14322.png,1,15,2,3,12
14322.png,7,18,2,6,12
14323.png,1,42,7,16,39
14323.png,5,61,8,21,39
14324.png,7,61,11,17,53
14324.png,3,79,14,20,53
14325.png,7,27,5,20,35
14325.png,7,47,1,19,35
14326.png,6,18,3,9,24
14326.png,10,28,2,8,24
14327.png,4,71,20,24,43
14327.png,9,95,23,24,43
14328.png,6,83,21,30,54
14328.png,10,115,23,25,54
14328.png,6,139,20,35,54
14328.png,3,174,18,29,54
14329.png,1,42,13,6,25
14329.png,7,54,11,10,25
14329.png,3,69,6,14,25
14330.png,2,13,4,7,13
14330.png,9,21,5,5,13
14330.png,5,28,4,7,13
14331.png,7,24,3,8,22
14331.png,4,32,3,10,22
14332.png,1,29,13,13,29
14332.png,9,39,12,12,29
14332.png,8,47,12,16,29
14333.png,1,29,7,12,23
14333.png,1,41,7,10,23
14334.png,5,24,1,8,21
14334.png,4,34,3,12,21
14335.png,1,24,4,5,22
14335.png,1,29,5,6,22
14336.png,5,46,11,14,35
14336.png,2,60,9,15,35
14337.png,4,15,3,10,15
14337.png,4,24,3,7,15
14338.png,5,46,7,25,43
14338.png,5,70,9,21,43
14339.png,2,146,11,12,27
14339.png,6,157,15,6,27
14339.png,4,164,14,9,27
14340.png,1,53,6,17,53
14340.png,8,73,8,32,53
14341.png,3,19,4,10,22
14341.png,7,28,1,11,22
14342.png,5,28,3,17,32
14342.png,1,44,4,8,32
14343.png,1,38,10,8,28
14343.png,6,47,12,14,28
14343.png,6,62,14,14,28
14344.png,1,50,16,12,26
14344.png,9,61,17,15,26
14344.png,6,80,15,15,26
14345.png,2,26,2,18,28
14345.png,10,42,4,20,28
14346.png,1,30,8,9,26
14346.png,8,36,9,9,26
14346.png,9,43,10,11,26
14347.png,2,18,1,11,19
14347.png,7,29,1,13,19
14348.png,2,29,4,12,25
14348.png,9,43,6,10,25
14349.png,2,19,21,26,34
14349.png,1,44,14,28,34
14350.png,8,28,1,14,26
14350.png,3,42,1,10,26
14351.png,8,39,1,24,41
14352.png,1,16,1,8,14
14352.png,7,23,1,11,14
14352.png,5,35,1,9,14
14352.png,8,44,3,9,14
14353.png,4,84,12,27,44
14353.png,6,116,14,21,44
14354.png,5,30,2,10,23
14355.png,4,58,17,17,42
14355.png,3,73,19,19,42
14356.png,2,17,3,4,12
14356.png,7,21,4,5,12
14357.png,1,38,8,10,31
14357.png,10,45,8,13,31
14357.png,9,56,5,15,31
14358.png,1,34,7,13,32
14358.png,9,44,6,18,32
14359.png,4,18,4,11,17
14359.png,3,29,3,9,17
14360.png,1,23,4,11,28
14360.png,2,33,4,16,28
14360.png,6,47,5,13,28
14361.png,6,41,7,25,43
14361.png,8,67,7,30,43
14362.png,5,156,55,16,36
14362.png,2,163,53,22,36
14363.png,1,74,21,21,62
14363.png,5,90,12,30,62
14364.png,1,21,4,6,18
14364.png,10,30,7,12,18
14364.png,5,44,4,13,18
14365.png,4,36,8,12,18
14366.png,2,40,2,23,51
14366.png,2,58,4,23,51
14366.png,8,81,8,25,51
14367.png,1,24,8,5,18
14367.png,8,29,6,7,18
14367.png,5,36,4,7,18
14368.png,8,25,7,11,23
14368.png,6,33,7,15,23
14369.png,2,15,3,8,14
14369.png,5,23,2,8,14
14369.png,2,30,1,9,14
14369.png,7,39,1,8,14
14370.png,3,34,10,9,29
14370.png,2,42,8,10,29
14371.png,8,18,4,7,20
14371.png,2,25,4,8,20
14372.png,2,70,13,51,74
14372.png,10,120,16,58,74
14373.png,1,29,3,9,30
14373.png,1,39,4,8,30
14373.png,7,47,5,15,30
14374.png,4,12,1,14,17
14375.png,1,23,7,8,23
14375.png,2,30,6,10,23
14376.png,9,27,8,10,17
14377.png,7,12,4,14,16
14377.png,5,26,3,10,16
14378.png,7,29,10,7,22
14378.png,7,34,10,6,22
14379.png,2,52,5,24,52
14380.png,2,29,6,11,25
14380.png,3,40,6,11,25
14381.png,3,20,4,11,18
14381.png,4,31,5,10,18
14382.png,5,76,26,16,40
14382.png,6,90,21,15,40
14382.png,5,104,15,17,40
14383.png,5,22,6,8,18
14384.png,3,71,24,13,28
14384.png,5,83,24,13,28
14384.png,5,97,23,14,28
14385.png,1,15,2,5,15
14386.png,9,20,4,11,20
14386.png,9,34,3,9,20
14387.png,4,42,9,17,28
14387.png,4,58,9,20,28
14388.png,6,46,8,23,43
14389.png,8,82,12,31,86
14390.png,1,42,17,9,21
14390.png,10,50,17,11,21
14390.png,10,61,17,13,21
14391.png,3,46,11,13,40
14391.png,1,57,10,10,40
14392.png,1,80,19,31,66
14392.png,5,112,16,46,66
14393.png,2,12,1,9,14
14393.png,3,22,1,8,14
14393.png,1,31,1,5,14
14393.png,10,39,1,7,14
14394.png,8,18,2,6,17
14394.png,9,25,1,10,17
14395.png,3,55,13,23,39
14395.png,7,85,15,19,39
14395.png,1,109,18,15,39
14396.png,1,29,11,12,23
14396.png,5,40,12,14,23
14396.png,3,51,12,15,23
14397.png,8,52,16,23,35
14397.png,6,76,17,20,35
14398.png,4,22,3,11,22
14398.png,6,34,3,9,22
14399.png,2,14,1,9,18
14399.png,10,24,1,9,18
14399.png,5,34,1,10,18
14400.png,2,42,10,22,40
14400.png,8,61,11,24,40
14400.png,5,84,9,28,40
14401.png,3,32,1,27,43
14401.png,6,56,2,31,43
14402.png,1,50,1,24,61
14402.png,1,71,1,23,61
14402.png,10,102,14,29,61
14403.png,1,22,8,6,14
14403.png,4,27,6,7,14
14403.png,3,33,5,8,14
14404.png,9,21,4,8,18
14404.png,3,29,3,8,18
14405.png,9,18,3,15,18
14405.png,3,33,3,12,18
14406.png,1,17,2,9,19
14406.png,6,28,1,9,19
14406.png,6,38,1,11,19
14407.png,7,24,7,8,11
14408.png,3,30,11,5,23
14408.png,2,36,8,9,23
14409.png,1,12,2,5,11
14409.png,6,17,2,6,11
14409.png,9,23,3,7,11
14409.png,10,30,3,7,11
14410.png,5,22,2,14,26
14411.png,4,87,11,48,101
14412.png,2,28,10,13,17
14412.png,2,40,9,12,17
14413.png,6,54,25,21,32
14413.png,5,69,14,21,32
14414.png,4,63,18,11,20
14414.png,10,77,14,10,20
14415.png,1,16,1,3,15
14415.png,2,18,1,7,15
14415.png,10,25,1,7,15
14416.png,7,43,9,18,45
14416.png,6,62,3,15,45
14417.png,8,51,15,11,22
14417.png,4,61,15,10,22
14418.png,3,47,16,9,29
14418.png,7,56,16,9,29
14419.png,5,32,7,14,25
14419.png,4,46,8,14,25
14420.png,7,16,2,7,15
14420.png,7,22,1,8,15
14421.png,1,83,31,24,42
14421.png,8,110,33,25,42
14421.png,10,138,28,24,42
14422.png,1,31,4,18,41
14422.png,5,49,5,17,41
14423.png,2,27,4,10,24
14423.png,4,37,4,9,24
14424.png,1,10,2,5,12
14424.png,4,19,1,7,12
14425.png,7,42,10,22,33
14426.png,6,31,4,12,26
14426.png,8,42,5,10,26
14427.png,5,33,10,23,29
14427.png,7,55,6,21,29
14428.png,1,20,2,7,23
14428.png,2,27,3,7,23
14428.png,10,32,3,10,23
14429.png,1,35,13,7,20
14429.png,5,43,12,9,20
14430.png,2,29,2,13,22
14430.png,7,45,2,13,22
14431.png,6,27,1,17,36
14431.png,5,46,2,16,36
14432.png,9,24,5,11,19
14432.png,10,35,4,12,19
14433.png,2,31,4,9,34
14433.png,2,40,6,10,34
14434.png,1,111,31,25,49
14434.png,10,129,37,26,49
14434.png,6,152,37,20,49
14434.png,10,170,37,23,49
14435.png,2,44,11,13,31
14435.png,7,56,10,11,31
14435.png,6,66,10,12,31
14436.png,1,20,3,9,20
14436.png,10,29,2,12,20
14436.png,7,40,2,10,20
14437.png,6,46,9,30,47
14438.png,6,30,9,13,25
14438.png,5,43,9,13,25
14439.png,4,73,8,25,65
14439.png,8,102,13,26,65
14440.png,3,88,17,49,74
14441.png,5,43,14,11,20
14441.png,8,57,14,8,20
14442.png,5,22,3,16,28
14443.png,2,21,3,18,21
14443.png,9,40,3,18,21
14443.png,3,58,3,16,21
14444.png,1,70,19,17,32
14444.png,5,85,17,17,32
14444.png,1,102,16,13,32
14445.png,3,37,16,15,23
14445.png,9,51,17,13,23
14446.png,2,42,11,8,19
14446.png,5,48,11,11,19
14447.png,1,53,11,16,39
14448.png,7,16,2,5,14
14448.png,1,20,2,5,14
14449.png,1,48,9,7,30
14449.png,3,53,9,12,30
14450.png,4,29,3,20,32
14450.png,1,50,3,12,32
14451.png,9,24,3,13,26
14451.png,8,37,1,11,26
14452.png,2,51,13,24,47
14452.png,2,72,13,24,47
14453.png,6,136,105,56,73
14453.png,2,147,27,49,73
14454.png,1,29,8,8,22
14454.png,6,36,7,8,22
14455.png,1,32,13,8,38
14455.png,2,41,13,17,38
14455.png,9,57,15,16,38
14456.png,3,15,2,8,13
14456.png,7,22,3,8,13
14456.png,3,31,5,6,13
14456.png,4,38,3,8,13
14457.png,1,13,3,4,12
14457.png,3,20,2,6,12
14457.png,8,28,2,7,12
14457.png,3,35,2,7,12
14458.png,3,60,12,39,68
14458.png,6,98,8,37,68
14459.png,2,51,16,17,31
14460.png,3,20,3,14,17
14460.png,1,34,4,8,17
14461.png,9,83,7,28,45
14462.png,1,43,11,16,42
14462.png,7,58,11,25,42
14463.png,1,20,3,7,20
14464.png,7,23,5,15,23
14464.png,5,35,4,11,23
14465.png,1,17,1,6,16
14465.png,2,26,1,10,16
14465.png,7,40,1,11,16
14465.png,9,53,1,10,16
14466.png,1,41,13,18,43
14466.png,1,57,10,17,43
14467.png,2,32,4,26,39
14467.png,1,58,4,18,39
14468.png,4,51,24,20,36
14468.png,3,63,15,26,36
14469.png,1,72,14,26,67
14469.png,6,95,18,26,67
14469.png,10,121,16,32,67
14470.png,1,40,11,13,31
14470.png,2,51,11,17,31
14470.png,9,68,13,17,31
14471.png,3,24,16,17,28
14471.png,10,38,16,14,28
14471.png,1,50,15,14,28
14472.png,3,125,43,26,37
14472.png,5,148,42,12,37
14472.png,2,164,40,18,37
14473.png,2,51,15,10,37
14473.png,7,59,13,10,37
14474.png,2,23,2,9,22
14475.png,9,20,1,10,22
14476.png,2,32,2,12,30
14476.png,7,44,2,13,30
14476.png,1,58,5,11,30
14477.png,2,28,2,11,25
14478.png,6,35,1,24,42
14478.png,8,62,2,32,42
14479.png,1,85,23,36,69
14479.png,4,112,17,39,69
14480.png,4,43,6,29,50
14480.png,6,74,1,28,50
14481.png,9,74,13,31,73
14482.png,2,36,7,11,27
14482.png,3,47,10,13,27
14483.png,4,61,12,32,43
14483.png,2,90,13,28,43
14484.png,7,46,5,34,60
14485.png,4,39,12,11,18
14485.png,9,46,11,11,18
14486.png,2,19,5,5,17
14486.png,2,24,5,6,17
14486.png,9,30,6,7,17
14487.png,5,39,7,13,23
14488.png,1,36,5,9,39
14488.png,8,46,1,16,39
14489.png,9,32,6,18,26
14489.png,4,50,5,18,26
14490.png,4,83,19,36,64
14490.png,8,118,18,39,64
14490.png,1,155,13,29,64
14491.png,2,24,2,12,25
14491.png,6,36,4,13,25
14492.png,6,31,6,18,36
14492.png,2,41,5,24,36
14493.png,8,43,10,16,30
14493.png,10,58,9,14,30
14493.png,10,73,9,14,30
14494.png,2,62,11,30,60
14494.png,4,89,14,35,60
14495.png,6,25,7,9,20
14496.png,5,58,14,23,38
14496.png,7,81,15,19,38
14496.png,4,100,15,20,38
14497.png,4,163,102,22,38
14497.png,6,185,109,18,38
14497.png,4,202,104,25,38
14498.png,7,49,2,32,63
14498.png,7,82,5,32,63
14499.png,5,73,20,28,66
14499.png,9,102,20,32,66
14500.png,1,23,3,16,32
14500.png,8,38,2,19,32
14501.png,1,22,8,8,17
14501.png,7,30,8,7,17
14501.png,10,36,12,6,17
14501.png,10,43,13,10,17
14502.png,3,36,9,34,64
14502.png,8,72,10,39,64
14503.png,2,43,9,22,33
14503.png,1,64,10,13,33
14504.png,2,101,31,30,73
14504.png,3,127,30,32,73
14504.png,3,153,32,28,73
14505.png,2,46,12,30,52
14505.png,4,73,11,33,52
14505.png,9,103,10,29,52
14506.png,2,44,13,27,43
14506.png,6,72,11,21,43
14506.png,7,93,9,20,43
14507.png,4,39,7,14,30
14508.png,1,49,13,17,37
14508.png,3,63,12,23,37
14509.png,5,32,2,13,22
14510.png,3,26,2,16,29
14510.png,9,41,3,15,29
14511.png,5,12,1,10,14
14512.png,4,25,7,13,26
14512.png,9,39,6,12,26
14513.png,2,163,37,36,66
14513.png,1,195,34,42,66
14513.png,9,230,29,42,66
14514.png,3,29,6,10,24
14514.png,9,38,5,11,24
14515.png,6,20,2,9,19
14515.png,3,29,2,9,19
14515.png,6,38,2,10,19
14516.png,6,27,3,18,33
14516.png,7,47,2,18,33
14517.png,2,57,14,20,54
14517.png,10,74,11,20,54
14518.png,3,26,1,16,32
14518.png,3,41,1,20,32
14519.png,3,36,5,10,35
14520.png,3,33,5,14,26
14520.png,5,50,8,10,26
14521.png,5,55,13,18,42
14521.png,7,74,10,19,42
14522.png,6,35,7,10,27
14522.png,10,45,7,12,27
14523.png,5,45,10,10,22
14523.png,6,57,12,6,22
14523.png,4,65,10,12,22
14524.png,8,91,19,17,41
14524.png,10,111,24,20,41
14524.png,10,133,24,20,41
14525.png,2,20,5,8,17
14525.png,1,27,6,9,17
14526.png,6,49,10,14,32
14527.png,5,26,7,10,18
14528.png,6,50,1,22,56
14528.png,4,76,1,27,56
14529.png,1,20,2,8,18
14529.png,4,27,3,10,18
14530.png,3,38,8,22,45
14530.png,7,60,8,18,45
14531.png,3,56,20,18,32
14531.png,10,75,18,17,32
14531.png,6,91,16,20,32
14532.png,1,30,9,8,20
14532.png,3,37,9,7,20
14532.png,1,43,10,7,20
14533.png,1,15,4,6,18
14533.png,2,23,2,11,18
14534.png,3,17,2,8,16
14534.png,10,25,3,8,16
14535.png,2,43,14,9,30
14535.png,8,52,14,11,30
14536.png,1,48,13,11,21
14536.png,2,57,10,13,21
14536.png,9,68,10,14,21
14537.png,7,14,2,7,13
14537.png,10,20,3,8,13
14538.png,5,30,5,13,28
14538.png,5,43,4,12,28
14539.png,4,64,14,35,63
14539.png,10,97,11,24,63
14540.png,3,48,4,12,23
14540.png,5,61,5,16,23
14541.png,9,112,60,19,33
14541.png,10,127,61,19,33
14542.png,2,37,14,6,21
14542.png,7,43,13,8,21
14543.png,1,92,45,20,39
14543.png,4,111,33,20,39
